2016-11-22 12:02:11 TZ=UTC UT=1479816131 GW_LAT=32.57100 GW_LON=0.32920 &: <TXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x744 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=240 DRP=145.45]
2016-11-22 12:02:11 TZ=UTC UT=1479816131 GW_LAT=32.57100 GW_LON=0.32920 &: >TXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x780 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=109.56]
2016-11-22 12:02:11 TZ=UTC UT=1479816131 GW_LAT=32.57100 GW_LON=0.32920 &: >TXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x780 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=244 DRP=145.92]
2016-11-22 12:04:21 TZ=UTC UT=1479816261 GW_LAT=32.57100 GW_LON=0.32920 &: @TXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x7BC V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=109.76]
2016-11-22 12:04:21 TZ=UTC UT=1479816261 GW_LAT=32.57100 GW_LON=0.32920 &: @TXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x7BC V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=224 DRP=146.07]
2016-11-22 12:04:21 TZ=UTC UT=1479816261 GW_LAT=32.57100 GW_LON=0.32920 &: BTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x7F8 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=28 LQI=255 DRP=109.82]
2016-11-22 12:04:21 TZ=UTC UT=1479816261 GW_LAT=32.57100 GW_LON=0.32920 &: BTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x7F8 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=255 DRP=146.11]
2016-11-22 12:04:21 TZ=UTC UT=1479816261 GW_LAT=32.57100 GW_LON=0.32920 &: DTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x834 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=109.83]
2016-11-22 12:04:21 TZ=UTC UT=1479816261 GW_LAT=32.57100 GW_LON=0.32920 &: DTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x834 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=224 DRP=146.12]
2016-11-22 12:06:32 TZ=UTC UT=1479816392 GW_LAT=32.57100 GW_LON=0.32920 &: FTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x870 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=109.84]
2016-11-22 12:06:32 TZ=UTC UT=1479816392 GW_LAT=32.57100 GW_LON=0.32920 &: HTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x8AC V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=94.39]
2016-11-22 12:06:32 TZ=UTC UT=1479816392 GW_LAT=32.57100 GW_LON=0.32920 &: HTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x8AC V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=255 DRP=134.54]
2016-11-22 12:08:41 TZ=UTC UT=1479816521 GW_LAT=32.57100 GW_LON=0.32920 &: JTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x8E8 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=28 LQI=255 DRP=104.96]
2016-11-22 12:08:41 TZ=UTC UT=1479816521 GW_LAT=32.57100 GW_LON=0.32920 &: JTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x8E8 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=168 DRP=142.46]
2016-11-22 12:08:41 TZ=UTC UT=1479816521 GW_LAT=32.57100 GW_LON=0.32920 &: LTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x924 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=28 LQI=255 DRP=108.30]
2016-11-22 12:08:41 TZ=UTC UT=1479816521 GW_LAT=32.57100 GW_LON=0.32920 &: LTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x924 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=244 DRP=144.97]
2016-11-22 12:10:52 TZ=UTC UT=1479816652 GW_LAT=32.57100 GW_LON=0.32920 &: NTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x960 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=28 LQI=255 DRP=109.36]
2016-11-22 12:10:52 TZ=UTC UT=1479816652 GW_LAT=32.57100 GW_LON=0.32920 &: NTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x960 V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=252 DRP=145.76]
2016-11-22 12:10:52 TZ=UTC UT=1479816652 GW_LAT=32.57100 GW_LON=0.32920 &: PTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x99C V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=109.69]
2016-11-22 12:10:52 TZ=UTC UT=1479816652 GW_LAT=32.57100 GW_LON=0.32920 &: PTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x99C V_A1=0.77  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=204 DRP=146.01]
2016-11-22 12:13:02 TZ=UTC UT=1479816782 GW_LAT=32.57100 GW_LON=0.32920 &: RTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x9D8 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=82.38]
2016-11-22 12:13:02 TZ=UTC UT=1479816782 GW_LAT=32.57100 GW_LON=0.32920 &: RTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0x9D8 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=255 DRP=125.53]
2016-11-22 12:13:02 TZ=UTC UT=1479816782 GW_LAT=32.57100 GW_LON=0.32920 &: TTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0xA14 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=101.16]
2016-11-22 12:13:02 TZ=UTC UT=1479816782 GW_LAT=32.57100 GW_LON=0.32920 &: TTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0xA14 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=1 LQI=255 DRP=139.61]
2016-11-22 12:15:11 TZ=UTC UT=1479816911 GW_LAT=32.57100 GW_LON=0.32920 &: VTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0xA50 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=31 RSSI=29 LQI=255 DRP=107.10]
2016-11-22 12:15:11 TZ=UTC UT=1479816911 GW_LAT=32.57100 GW_LON=0.32920 &: VTXT=makg2-gnd  PS=1 P0=0x0 P0_LST60=0     UP=0xA50 V_A1=0.78  V_A2=2.63  [ADDR=133.199 SEQ=30 RSSI=0 LQI=228 DRP=144.07]
